vin,sequence_index,vehicle_model,powertrain_type,assembly_hall,station_code,spindle_torque_nm,nominal_torque_nm,thermal_paste_vol_ml,weld_temperature_c,structural_adhesion_kpa,hv_insulation_mohm,actual_cycle_time_sec,target_takt_time_sec,jis_woodruff_battery_batch,quarantine_status,scrap_risk_score,timestamp
4USBM954239,93,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,47.36,45.0,359.4,185.9,830.5,529.0,67.0,64.0,WF-800V-8911,PASSED,0.07,2026-09-03T14:29:22.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.89,45.0,332.3,184.4,825.5,557.6,50.6,50.0,WF-800V-9247,PASSED,0.09,2026-09-03T14:29:53.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.06,45.0,343.2,186.1,834.1,572.4,56.8,58.0,WF-800V-9247,PASSED,0.06,2026-09-03T14:29:59.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.8,65.0,349.7,182.3,844.0,541.5,72.8,64.0,WF-800V-9247,PASSED,0.11,2026-09-03T14:30:08.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,46.06,45.0,335.9,187.4,830.6,515.6,74.0,72.0,WF-800V-9247,PASSED,0.1,2026-09-03T14:30:20.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.09,45.0,344.1,188.3,821.7,546.9,66.6,66.0,WF-800V-9247,PASSED,0.05,2026-09-03T14:30:04.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.26,45.0,327.6,186.3,817.5,538.7,60.7,58.0,WF-800V-9247,PASSED,0.06,2026-09-03T14:29:43.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.84,45.0,341.5,185.3,808.4,543.7,51.7,52.0,WF-800V-9247,PASSED,0.09,2026-09-03T14:29:45.244203+00:00
4USBM961572,94,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.12,45.0,335.9,184.6,773.5,571.2,67.6,64.0,WF-800V-9247,PASSED,0.06,2026-09-03T14:29:46.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.65,45.0,357.6,185.9,803.6,531.2,47.8,50.0,WF-800V-9798,PASSED,0.13,2026-09-03T14:31:01.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.11,45.0,332.9,183.5,828.4,570.4,62.1,58.0,WF-800V-9798,PASSED,0.13,2026-09-03T14:30:39.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,73.66,65.0,324.5,190.1,834.2,562.9,60.1,64.0,WF-800V-9798,QUARANTINED_AT_STATION,0.91,2026-09-03T14:30:57.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.84,45.0,313.2,180.3,761.3,547.1,72.5,72.0,WF-800V-9798,PASSED,0.01,2026-09-03T14:30:39.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.49,45.0,348.7,192.1,846.6,545.8,64.8,66.0,WF-800V-9798,PASSED,0.1,2026-09-03T14:31:11.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.31,45.0,338.7,184.4,809.8,574.6,57.2,58.0,WF-800V-9798,PASSED,0.02,2026-09-03T14:30:55.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.61,45.0,333.8,180.8,785.5,553.8,52.4,52.0,WF-800V-9798,PASSED,0.08,2026-09-03T14:31:15.244203+00:00
4USBM868010,95,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,46.04,45.0,358.2,185.2,854.4,549.2,66.9,64.0,WF-800V-9798,PASSED,0.04,2026-09-03T14:30:54.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.95,45.0,334.3,181.0,784.1,542.4,47.1,50.0,WF-800V-9084,PASSED,0.13,2026-09-03T14:32:08.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,46.18,45.0,337.1,188.7,871.4,542.3,57.5,58.0,WF-800V-9084,PASSED,0.1,2026-09-03T14:32:10.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.57,65.0,352.5,185.7,817.1,546.9,69.4,64.0,WF-800V-9084,PASSED,0.06,2026-09-03T14:32:02.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,44.93,45.0,337.0,186.1,827.8,547.0,71.6,72.0,WF-800V-9084,PASSED,0.15,2026-09-03T14:32:05.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,45.66,45.0,331.9,179.6,780.7,598.6,68.6,66.0,WF-800V-9084,PASSED,0.06,2026-09-03T14:32:05.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.03,45.0,344.0,182.6,807.1,525.9,58.5,58.0,WF-800V-9084,PASSED,0.01,2026-09-03T14:31:35.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.01,45.0,350.1,191.0,797.2,553.5,50.9,52.0,WF-800V-9084,PASSED,0.09,2026-09-03T14:32:05.244203+00:00
4USBM524636,96,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,47.11,45.0,328.6,182.2,814.2,562.2,63.8,64.0,WF-800V-9084,PASSED,0.08,2026-09-03T14:32:08.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.95,45.0,326.0,186.6,818.2,555.9,50.8,50.0,WF-800V-9443,PASSED,0.09,2026-09-03T14:33:00.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,46.31,45.0,339.0,183.8,823.8,566.1,56.9,58.0,WF-800V-9443,PASSED,0.08,2026-09-03T14:32:48.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,66.36,65.0,333.5,181.8,814.5,557.7,60.0,64.0,WF-800V-9443,PASSED,0.02,2026-09-03T14:32:37.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,46.15,45.0,338.3,180.3,825.1,522.2,72.7,72.0,WF-800V-9443,PASSED,0.12,2026-09-03T14:32:40.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.57,45.0,350.8,188.9,837.5,547.2,69.6,66.0,WF-800V-9443,PASSED,0.12,2026-09-03T14:32:40.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,43.18,45.0,357.9,181.2,817.5,549.5,54.8,58.0,WF-800V-9443,PASSED,0.04,2026-09-03T14:32:44.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.38,45.0,343.7,188.5,817.9,556.5,49.9,52.0,WF-800V-9443,PASSED,0.04,2026-09-03T14:32:54.244203+00:00
4USBM639412,97,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.96,45.0,317.9,179.6,821.3,555.4,64.0,64.0,WF-800V-9443,PASSED,0.12,2026-09-03T14:32:31.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.72,45.0,0.0,180.9,777.3,999.0,50.1,48.0,N/A_ICE,PASSED,0.12,2026-09-03T14:33:25.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,46.5,45.0,0.0,180.1,811.9,999.0,51.8,54.0,N/A_ICE,PASSED,0.08,2026-09-03T14:33:26.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.99,65.0,0.0,183.6,817.8,999.0,31.0,32.0,N/A_ICE,PASSED,0.06,2026-09-03T14:33:32.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.78,45.0,0.0,192.3,810.3,999.0,68.9,68.0,N/A_ICE,PASSED,0.09,2026-09-03T14:33:41.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.26,45.0,0.0,184.8,795.7,999.0,65.8,62.0,N/A_ICE,PASSED,0.14,2026-09-03T14:33:35.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,43.85,45.0,0.0,179.4,813.9,999.0,56.1,56.0,N/A_ICE,PASSED,0.07,2026-09-03T14:33:48.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.73,45.0,0.0,187.2,893.4,999.0,50.3,52.0,N/A_ICE,PASSED,0.12,2026-09-03T14:33:51.244203+00:00
4USBM969925,98,BMW X5,ICE,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.29,45.0,0.0,186.7,814.1,999.0,56.3,58.0,N/A_ICE,PASSED,0.1,2026-09-03T14:33:55.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.56,45.0,327.8,189.4,790.8,556.9,50.7,50.0,WF-800V-9208,PASSED,0.02,2026-09-03T14:34:25.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,45.08,45.0,354.1,188.2,779.7,561.8,59.4,58.0,WF-800V-9208,PASSED,0.01,2026-09-03T14:34:42.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.05,65.0,319.7,191.8,799.7,540.8,61.1,64.0,WF-800V-9208,PASSED,0.13,2026-09-03T14:34:46.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.41,45.0,332.9,180.7,819.8,558.4,71.9,72.0,WF-800V-9208,PASSED,0.1,2026-09-03T14:34:30.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,42.73,45.0,347.6,178.8,839.0,531.7,64.4,66.0,WF-800V-9208,PASSED,0.08,2026-09-03T14:34:49.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.64,45.0,348.7,180.8,806.9,547.2,60.0,58.0,WF-800V-9208,PASSED,0.04,2026-09-03T14:34:24.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,43.83,45.0,341.0,178.3,797.5,546.4,51.7,52.0,WF-800V-9208,PASSED,0.12,2026-09-03T14:34:32.244203+00:00
4USBM277706,99,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,45.81,45.0,367.1,194.1,816.2,540.8,64.1,64.0,WF-800V-9208,PASSED,0.04,2026-09-03T14:34:42.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.43,45.0,327.3,191.5,875.7,545.6,49.9,50.0,WF-800V-9863,PASSED,0.1,2026-09-03T14:35:41.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,43.38,45.0,353.9,186.0,816.2,564.7,60.5,58.0,WF-800V-9863,PASSED,0.02,2026-09-03T14:35:27.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,65.05,65.0,344.1,190.5,796.2,552.9,61.5,64.0,WF-800V-9863,PASSED,0.04,2026-09-03T14:35:46.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.2,45.0,349.1,190.7,763.1,552.8,64.7,72.0,WF-800V-9863,PASSED,0.03,2026-09-03T14:35:40.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,45.72,45.0,346.7,185.3,810.8,543.2,67.4,66.0,WF-800V-9863,PASSED,0.09,2026-09-03T14:35:14.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,46.11,45.0,338.7,187.1,819.4,537.4,52.4,58.0,WF-800V-9863,PASSED,0.07,2026-09-03T14:35:43.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,46.26,45.0,337.5,182.2,799.8,552.6,54.1,52.0,WF-800V-9863,PASSED,0.02,2026-09-03T14:35:26.244203+00:00
4USBM395040,100,BMW XM (High-Performance PHEV),PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.74,45.0,345.6,186.4,787.1,546.1,64.8,64.0,WF-800V-9863,PASSED,0.08,2026-09-03T14:35:49.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,43.72,45.0,343.3,180.4,822.6,543.5,47.6,52.0,WF-800V-9069,PASSED,0.02,2026-09-03T14:36:24.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,43.97,45.0,327.5,180.0,821.7,560.2,60.8,62.0,WF-800V-9069,PASSED,0.05,2026-09-03T14:36:12.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.27,65.0,350.5,173.8,810.8,536.4,73.7,74.0,WF-800V-9069,PASSED,0.06,2026-09-03T14:36:43.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,45.57,45.0,342.1,188.4,827.4,526.9,46.8,46.0,WF-800V-9069,PASSED,0.12,2026-09-03T14:36:38.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.81,45.0,339.8,192.0,809.7,544.6,42.2,44.0,WF-800V-9069,PASSED,0.14,2026-09-03T14:36:10.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.8,45.0,350.5,191.1,783.8,563.0,58.8,60.0,WF-800V-9069,PASSED,0.09,2026-09-03T14:36:38.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,45.44,45.0,355.7,182.6,825.5,544.6,59.3,54.0,WF-800V-9069,PASSED,0.1,2026-09-03T14:36:40.244203+00:00
4USBM694878,101,BMW iX5 Hydrogen/BEV,BEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,44.12,45.0,345.0,182.6,819.8,586.6,69.0,66.0,WF-800V-9069,PASSED,0.07,2026-09-03T14:36:45.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,45.08,45.0,332.8,188.1,795.6,548.8,52.7,50.0,WF-800V-9121,PASSED,0.14,2026-09-03T14:37:17.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,43.13,45.0,341.7,190.0,837.2,558.5,62.0,58.0,WF-800V-9121,PASSED,0.14,2026-09-03T14:37:20.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.18,65.0,328.0,183.4,828.5,563.0,60.7,64.0,WF-800V-9121,PASSED,0.06,2026-09-03T14:37:41.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,43.14,45.0,341.0,185.1,765.0,546.5,73.8,72.0,WF-800V-9121,PASSED,0.14,2026-09-03T14:37:27.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,43.93,45.0,334.7,182.9,830.0,533.0,65.9,66.0,WF-800V-9121,PASSED,0.01,2026-09-03T14:37:20.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,44.61,45.0,330.6,193.0,808.7,564.6,57.3,58.0,WF-800V-9121,PASSED,0.06,2026-09-03T14:37:21.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,44.35,45.0,346.2,176.1,763.2,568.0,53.6,52.0,WF-800V-9121,PASSED,0.08,2026-09-03T14:37:33.244203+00:00
4USBM328023,102,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,46.23,45.0,329.5,186.8,772.8,550.7,63.2,64.0,WF-800V-9121,PASSED,0.03,2026-09-03T14:37:25.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,44.72,45.0,332.2,189.1,839.3,557.6,50.1,50.0,WF-800V-9729,PASSED,0.12,2026-09-03T14:38:09.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,47.07,45.0,343.9,181.8,814.5,524.9,62.4,58.0,WF-800V-9729,PASSED,0.08,2026-09-03T14:38:23.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,62.25,65.0,344.8,188.1,795.0,572.8,66.8,64.0,WF-800V-9729,PASSED,0.1,2026-09-03T14:38:30.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,42.19,45.0,347.5,181.2,790.2,541.5,73.6,72.0,WF-800V-9729,PASSED,0.05,2026-09-03T14:38:28.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,46.12,45.0,344.3,189.3,832.1,540.6,60.2,66.0,WF-800V-9729,PASSED,0.07,2026-09-03T14:38:06.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,45.5,45.0,329.2,180.3,783.8,533.0,55.5,58.0,WF-800V-9729,PASSED,0.03,2026-09-03T14:38:20.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S40_GLAZING_AND_SEALING,43.87,45.0,349.1,192.3,804.3,561.6,45.8,52.0,WF-800V-9729,PASSED,0.08,2026-09-03T14:38:17.244203+00:00
4USBM591260,103,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S50_FINAL_LINE_ROLLOFF,43.0,45.0,342.1,184.0,862.3,559.0,65.1,64.0,WF-800V-9729,PASSED,0.06,2026-09-03T14:38:29.244203+00:00
4USBM272401,104,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S01_CHASSIS_INTAKE,46.56,45.0,359.9,186.3,853.9,525.9,52.7,50.0,WF-800V-8837,PASSED,0.06,2026-09-03T14:39:01.244203+00:00
4USBM272401,104,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S05_UNDERBODY_PREP,44.77,45.0,335.6,182.9,790.6,550.4,57.2,58.0,WF-800V-8837,PASSED,0.07,2026-09-03T14:39:19.244203+00:00
4USBM272401,104,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S12_BATTERY_MARRIAGE,64.17,65.0,352.8,185.1,807.1,537.8,61.7,64.0,WF-800V-8837,PASSED,0.06,2026-09-03T14:39:30.244203+00:00
4USBM272401,104,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S18_POWERTRAIN_DROP,46.45,45.0,324.4,192.9,803.7,533.6,74.1,72.0,WF-800V-8837,PASSED,0.07,2026-09-03T14:39:24.244203+00:00
4USBM272401,104,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S24_EXHAUST_AND_HV,44.88,45.0,323.5,184.9,803.7,565.2,68.8,66.0,WF-800V-8837,PASSED,0.04,2026-09-03T14:39:23.244203+00:00
4USBM272401,104,BMW X5,PHEV,"Assembly Hall 52 (Mid/Full-Size SAC/SAV: X5, X6, X7, XM, iX5)",L1_S32_DOORS_AND_INTERIOR,43.66,45.0,322.8,178.6,833.1,561.2,57.1,58.0,WF-800V-8837,PASSED,0.08,2026-09-03T14:39:10.244203+00:00
